JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Recruitment Consultant,Administrative,£25000,London,"['Payroll Management', 'Leadership', 'Performance Appraisal Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Customer Service Manager,Administrative,£29000,London,"['Compliance Management', 'Client Management', 'Office Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Technical Support Engineer,Technology and Data,£22000,Birmingham,"['Data Warehousing', 'Big Data Technologies', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Recruitment Consultant,Administrative,£28000,Cambridge,"['Leadership', 'Organisational Skills', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Software Developer,Technology and Data,£26000,Newcastle,"['Data Visualisation', 'Big Data Technologies', 'Cloud Computing']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Social Media Manager,Marketing and Creative,£34000,Sheffield,"['Brand Strategy', 'Adobe Creative Suite', 'Content Creation']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Data Analyst,Technology and Data,£20000,Nottingham,"['Big Data Technologies', 'Data Analysis', 'Data Visualisation']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Pharmaceutical Sales Representative,Engineering and Science,£24000,Nottingham,"['Problem Solving', 'Statistical Analysis', 'Technical Writing']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Quantity Surveyor,Engineering and Science,£32000,Leeds,"['Research Methodology', 'Product Development', 'Simulation Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
IT Support Specialist,Technology and Data,£30000,Birmingham,"['Version Control', 'JavaScript', 'Data Warehousing']",You will have to provide technical support and troubleshooting for hardware and software issues.
Business Analyst,Finance and Business,£30000,Nottingham,"['Project Management', 'Business Strategy', 'Financial Reporting']",Identify business needs and develop solutions to enhance processes and operations.
Business Development Executive,Finance and Business,£25000,Sheffield,"['Financial Reporting', 'Budgeting', 'Financial Modeling']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Logistics Coordinator,Administrative,£35000,Birmingham,"['Recruitment', 'Training and Development', 'Client Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Recruitment Consultant,Administrative,£31000,Bristol,"['Office Management', 'Recruitment', 'Organisational Skills']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Quantity Surveyor,Engineering and Science,£34000,Liverpool,"['Simulation Software', 'Statistical Analysis', 'Technical Writing']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Data Scientist,Technology and Data,£33000,Nottingham,"['APIs', 'Cloud Computing', 'Data Analysis']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Systems Analyst,Technology and Data,£32000,Cambridge,"['Docker', 'Data Warehousing', 'Data Visualisation']",Evaluate and improve computer systems to enhance efficiency.
Human Resources Assistant,Administrative,£26000,Leeds,"['Employee Relations', 'Conflict Resolution', 'Organisational Skills']","Support HR functions including recruitment, employee relations, and record-keeping."
Event Coordinator,Marketing and Creative,£30000,Sheffield,"['Campaign Management', 'Graphic Design', 'PPC Advertising']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Digital Marketing Specialist,Marketing and Creative,£25000,Nottingham,"['Graphic Design', 'Analytics', 'PPC Advertising']","Implement digital marketing strategies, including SEO, PPC, and social media."
Sales Executive,Marketing and Creative,£27000,London,"['Campaign Management', 'Adobe Creative Suite', 'Email Marketing']",Must be able to develop and execute sales strategies to meet business objectives.
Quantity Surveyor,Engineering and Science,£32000,Birmingham,"['Problem Solving', 'Prototyping', 'Statistical Analysis']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Business Analyst,Finance and Business,£28000,Birmingham,"['Reporting', 'Quantitative Analysis', 'Project Management']",Identify business needs and develop solutions to enhance processes and operations.
Investment Banking Analyst,Finance and Business,£34000,London,"['Financial Forecasting', 'Financial Reporting', 'Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Public Relations Officer,Marketing and Creative,£25000,Birmingham,"['Google Analytics', 'Graphic Design', 'Digital Marketing']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Graphic Designer,Marketing and Creative,£30000,Nottingham,"['Brand Strategy', 'Content Creation', 'Social Media Marketing']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Data Scientist,Technology and Data,£25000,Bristol,"['ETL', 'JavaScript', 'Machine Learning']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Audit Associate,Finance and Business,£25000,Cambridge,"['Business Strategy', 'Financial Analysis', 'Regulatory Compliance']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
