JobTitle,JobCategory,Salary,Location,SkillsRequired,StartDate,JobSummary
Graphic Designer,Marketing and Creative,£28000,Nottingham,"['User Research', 'Brand Strategy', 'Content Creation']",2025-04-09,Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Data Analyst,Technology and Data,£31000,Liverpool,"['Data Visualisation', 'ETL', 'Cloud Computing']",2025-02-01,"Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Digital Marketing Specialist,Marketing and Creative,£31000,Liverpool,"['User Research', 'Market Research', 'PPC Advertising']",2024-11-28,"Implement digital marketing strategies, including SEO, PPC, and social media."
Data Analyst,Technology and Data,£26000,Liverpool,"['Data Visualisation', 'Django', 'SQL']",2025-01-25,"Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Health and Safety Advisor,Engineering and Science,£24000,Cambridge,"['Lab Techniques', 'Mechanical Design', 'Simulation Software']",2025-08-12,Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Research Scientist,Engineering and Science,£32000,Liverpool,"['Simulation Software', 'Prototyping', 'Regulatory Compliance']",2024-11-10,Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Business Development Executive,Finance and Business,£23000,London,"['Budgeting', 'Financial Forecasting', 'Project Management']",2024-10-09,"Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Engineering Graduate,Engineering and Science,£34000,Sheffield,"['Regulatory Compliance', 'Data Analysis', 'Research Methodology']",2025-07-02,Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Marketing Executive,Marketing and Creative,£32000,Newcastle,"['Market Research', 'Adobe Creative Suite', 'Campaign Management']",2025-01-07,"Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Business Development Executive,Finance and Business,£28000,Bristol,"['Excel', 'Quantitative Analysis', 'Financial Reporting']",2024-12-31,"Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Insurance Underwriter,Administrative,£32000,Newcastle,"['Talent Acquisition', 'Leadership', 'Client Management']",2025-02-01,Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Teacher,Administrative,£23000,Birmingham,"['Office Management', 'Communication', 'Client Management']",2025-01-02,"Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Engineering Graduate,Engineering and Science,£22000,Birmingham,"['Project Management Software', 'Engineering Design', 'Simulation Software']",2025-08-25,Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Graphic Designer,Marketing and Creative,£25000,Birmingham,"['Adobe Creative Suite', 'Content Creation', 'Analytics']",2024-10-07,Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Teacher,Administrative,£34000,Manchester,"['Payroll Management', 'Employee Relations', 'Training and Development']",2025-01-15,"Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Quantity Surveyor,Engineering and Science,£23000,Leeds,"['Mechanical Design', 'Statistical Analysis', 'Research Methodology']",2025-08-24,"Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Digital Marketing Specialist,Marketing and Creative,£35000,Manchester,"['Market Research', 'Email Marketing', 'Adobe Creative Suite']",2025-03-15,"Implement digital marketing strategies, including SEO, PPC, and social media."
Sales Executive,Marketing and Creative,£34000,Liverpool,"['Graphic Design', 'Content Creation', 'Campaign Management']",2024-11-22,Must be able to develop and execute sales strategies to meet business objectives.
Customer Service Manager,Administrative,£29000,Newcastle,"['Office Management', 'Organisational Skills', 'Communication']",2025-04-16,Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
IT Support Specialist,Technology and Data,£27000,Sheffield,"['JavaScript', 'Data Analysis', 'ETL']",2025-03-31,You will have to provide technical support and troubleshooting for hardware and software issues.
Systems Analyst,Technology and Data,£30000,Liverpool,"['APIs', 'Python Programming', 'Data Visualisation']",2024-10-24,Evaluate and improve computer systems to enhance efficiency.
Logistics Coordinator,Administrative,£33000,Bristol,"['Organisational Skills', 'Conflict Resolution', 'Payroll Management']",2025-06-11,Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Sales Executive,Marketing and Creative,£34000,Sheffield,"['Content Creation', 'Google Analytics', 'Brand Strategy']",2024-10-29,Must be able to develop and execute sales strategies to meet business objectives.
Software Developer,Technology and Data,£25000,Birmingham,"['SQL', 'Problem Solving', 'APIs']",2025-03-30,"Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Technical Support Engineer,Technology and Data,£33000,Newcastle,"['APIs', 'Problem Solving', 'Version Control']",2025-02-19,"You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Human Resources Assistant,Administrative,£20000,Leeds,"['HR Information Systems', 'Client Management', 'Training and Development']",2025-05-08,"Support HR functions including recruitment, employee relations, and record-keeping."
UI Designer,Technology and Data,£32000,Sheffield,"['Data Visualisation', 'Python Programming', 'Problem Solving']",2025-04-03,"Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Event Coordinator,Marketing and Creative,£27000,Manchester,"['Content Creation', 'Social Media Marketing', 'Email Marketing']",2024-10-09,"Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Insurance Underwriter,Administrative,£25000,Leeds,"['Organisational Skills', 'Payroll Management', 'Client Management']",2025-06-08,Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Business Analyst,Finance and Business,£24000,London,"['Financial Modeling', 'Reporting', 'Analytical Skills']",2025-03-12,Identify business needs and develop solutions to enhance processes and operations.
Marketing Executive,Marketing and Creative,£29000,London,"['Market Research', 'Graphic Design', 'User Research']",2024-12-09,"Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Investment Banking Analyst,Finance and Business,£22000,London,"['Project Management', 'Bookkeeping', 'Financial Analysis']",2024-09-02,You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
