JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Risk Analyst,Finance and Business,£20000,Nottingham,"['Market Research', 'Financial Analysis', 'Bookkeeping']",You must be able to identify and assess potential risks to the organisation.
Civil Engineer,Engineering and Science,£30000,Nottingham,"['Finite Element Analysis', 'Project Management Software', 'Regulatory Compliance']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Public Relations Officer,Marketing and Creative,£27000,Cambridge,"['Brand Strategy', 'Analytics', 'SEO Optimisation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Corporate Finance Analyst,Finance and Business,£28000,Newcastle,"['Business Strategy', 'Regulatory Compliance', 'Analytical Skills']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Corporate Finance Analyst,Finance and Business,£29000,Sheffield,"['Reporting', 'Excel', 'Budgeting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Product Designer,Marketing and Creative,£20000,Cambridge,"['Adobe Creative Suite', 'Content Creation', 'Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Recruitment Consultant,Administrative,£34000,Nottingham,"['Payroll Management', 'Performance Appraisal Systems', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Nurse,Administrative,£20000,Bristol,"['Organisational Skills', 'Client Management', 'Conflict Resolution']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Quantity Surveyor,Engineering and Science,£28000,Liverpool,"['Product Development', 'Prototyping', 'Lab Techniques']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Social Media Manager,Marketing and Creative,£26000,Cambridge,"['PPC Advertising', 'Adobe Creative Suite', 'Analytics']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Content Writer,Marketing and Creative,£26000,Newcastle,"['Graphic Design', 'Content Management Systems', 'Analytics']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Technical Support Engineer,Technology and Data,£35000,London,"['Version Control', 'Docker', 'ETL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Mechanical Engineer,Engineering and Science,£24000,Leeds,"['Prototyping', 'Project Management Software', 'Research Methodology']","Design machinery and equipment, and troubleshoot engineering issues."
Technical Support Engineer,Technology and Data,£23000,Sheffield,"['Cloud Computing', 'Data Analysis', 'APIs']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Data Scientist,Technology and Data,£23000,Cambridge,"['Data Warehousing', 'Django', 'Cloud Computing']",Apply statistical analysis and machine learning techniques to interpret data and provide actionable insights. Experience with tools such as Python and R is preferred.
Operations Manager,Finance and Business,£24000,London,"['Reporting', 'Financial Forecasting', 'Financial Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Data Analyst,Technology and Data,£33000,Cambridge,"['SQL', 'JavaScript', 'Data Visualisation']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Event Coordinator,Marketing and Creative,£22000,London,"['Social Media Marketing', 'Brand Strategy', 'Market Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Social Media Manager,Marketing and Creative,£34000,Bristol,"['Brand Strategy', 'Email Marketing', 'Social Media Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Software Developer,Technology and Data,£28000,Birmingham,"['Version Control', 'ETL', 'APIs']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Financial Analyst,Finance and Business,£23000,Nottingham,"['Financial Forecasting', 'Financial Modeling', 'Bookkeeping']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£25000,Birmingham,"['Content Creation', 'Social Media Marketing', 'Google Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Quantity Surveyor,Engineering and Science,£21000,Leeds,"['Lab Techniques', 'Problem Solving', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Corporate Finance Analyst,Finance and Business,£21000,Newcastle,"['Budgeting', 'Regulatory Compliance', 'Excel']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Social Media Manager,Marketing and Creative,£32000,London,"['Brand Strategy', 'Email Marketing', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Recruitment Consultant,Administrative,£29000,Birmingham,"['Office Management', 'Communication', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Business Development Executive,Finance and Business,£24000,Cambridge,"['Analytical Skills', 'Market Research', 'Project Management']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Product Designer,Marketing and Creative,£22000,Manchester,"['Google Analytics', 'Content Management Systems', 'PPC Advertising']","Design and develop new products, from concept to production. You will work on product specifications and testing."
